Epoch: 001, Train Acc: 0.6381, Train Loss: 0.8931, Valid Acc: 0.6383, Valid Loss: 0.8689, Test Acc: 0.6667, Test Loss: 0.8645
Epoch: 002, Train Acc: 0.6381, Train Loss: 0.8854, Valid Acc: 0.6383, Valid Loss: 0.8673, Test Acc: 0.6667, Test Loss: 0.8627
Epoch: 003, Train Acc: 0.6381, Train Loss: 0.8715, Valid Acc: 0.6383, Valid Loss: 0.8651, Test Acc: 0.6750, Test Loss: 0.8604
Epoch: 004, Train Acc: 0.6381, Train Loss: 0.8792, Valid Acc: 0.6383, Valid Loss: 0.8620, Test Acc: 0.6667, Test Loss: 0.8579
Epoch: 005, Train Acc: 0.5714, Train Loss: 0.8715, Valid Acc: 0.5319, Valid Loss: 0.8634, Test Acc: 0.5417, Test Loss: 0.8586
Epoch: 006, Train Acc: 0.6429, Train Loss: 0.8719, Valid Acc: 0.6170, Valid Loss: 0.8563, Test Acc: 0.5750, Test Loss: 0.8526
Epoch: 007, Train Acc: 0.6214, Train Loss: 0.8624, Valid Acc: 0.5957, Valid Loss: 0.8550, Test Acc: 0.5583, Test Loss: 0.8503
Epoch: 008, Train Acc: 0.6381, Train Loss: 0.8597, Valid Acc: 0.6383, Valid Loss: 0.8513, Test Acc: 0.6667, Test Loss: 0.8472
Epoch: 009, Train Acc: 0.6167, Train Loss: 0.8594, Valid Acc: 0.5957, Valid Loss: 0.8534, Test Acc: 0.5500, Test Loss: 0.8454
Epoch: 010, Train Acc: 0.6238, Train Loss: 0.8480, Valid Acc: 0.5957, Valid Loss: 0.8489, Test Acc: 0.5833, Test Loss: 0.8407
Epoch: 011, Train Acc: 0.6214, Train Loss: 0.8610, Valid Acc: 0.5745, Valid Loss: 0.8478, Test Acc: 0.5750, Test Loss: 0.8400
Epoch: 012, Train Acc: 0.6548, Train Loss: 0.8454, Valid Acc: 0.6170, Valid Loss: 0.8440, Test Acc: 0.6833, Test Loss: 0.8362
Epoch: 013, Train Acc: 0.5929, Train Loss: 0.8319, Valid Acc: 0.5319, Valid Loss: 0.8555, Test Acc: 0.5583, Test Loss: 0.8422
Epoch: 014, Train Acc: 0.6476, Train Loss: 0.8479, Valid Acc: 0.5532, Valid Loss: 0.8423, Test Acc: 0.5667, Test Loss: 0.8298
Epoch: 015, Train Acc: 0.6214, Train Loss: 0.8318, Valid Acc: 0.5957, Valid Loss: 0.8412, Test Acc: 0.5500, Test Loss: 0.8256
Epoch: 016, Train Acc: 0.6190, Train Loss: 0.8239, Valid Acc: 0.5532, Valid Loss: 0.8439, Test Acc: 0.5750, Test Loss: 0.8261
Epoch: 017, Train Acc: 0.6190, Train Loss: 0.8076, Valid Acc: 0.5319, Valid Loss: 0.8475, Test Acc: 0.5750, Test Loss: 0.8289
Epoch: 018, Train Acc: 0.6238, Train Loss: 0.8385, Valid Acc: 0.5532, Valid Loss: 0.8446, Test Acc: 0.5750, Test Loss: 0.8229
Epoch: 019, Train Acc: 0.6476, Train Loss: 0.8307, Valid Acc: 0.5532, Valid Loss: 0.8361, Test Acc: 0.6000, Test Loss: 0.8174
Epoch: 020, Train Acc: 0.6143, Train Loss: 0.8164, Valid Acc: 0.5319, Valid Loss: 0.8467, Test Acc: 0.5750, Test Loss: 0.8220
Epoch: 021, Train Acc: 0.6571, Train Loss: 0.8105, Valid Acc: 0.5957, Valid Loss: 0.8361, Test Acc: 0.6333, Test Loss: 0.8132
Epoch: 022, Train Acc: 0.6571, Train Loss: 0.8108, Valid Acc: 0.5957, Valid Loss: 0.8337, Test Acc: 0.6083, Test Loss: 0.8125
Epoch: 023, Train Acc: 0.6238, Train Loss: 0.8151, Valid Acc: 0.5319, Valid Loss: 0.8382, Test Acc: 0.5833, Test Loss: 0.8144
Epoch: 024, Train Acc: 0.7119, Train Loss: 0.8083, Valid Acc: 0.6170, Valid Loss: 0.8325, Test Acc: 0.6667, Test Loss: 0.8139
Epoch: 025, Train Acc: 0.6167, Train Loss: 0.8131, Valid Acc: 0.5319, Valid Loss: 0.8411, Test Acc: 0.5750, Test Loss: 0.8156
Epoch: 026, Train Acc: 0.6429, Train Loss: 0.8005, Valid Acc: 0.5745, Valid Loss: 0.8365, Test Acc: 0.6000, Test Loss: 0.8100
Epoch: 027, Train Acc: 0.6667, Train Loss: 0.7862, Valid Acc: 0.5745, Valid Loss: 0.8319, Test Acc: 0.6000, Test Loss: 0.8086
Epoch: 028, Train Acc: 0.6619, Train Loss: 0.8080, Valid Acc: 0.5745, Valid Loss: 0.8303, Test Acc: 0.5833, Test Loss: 0.8098
