Epoch: 001, Train Acc: 0.6095, Train Loss: 0.8921, Valid Acc: 0.5957, Valid Loss: 0.8595, Test Acc: 0.6833, Test Loss: 0.8649
Epoch: 002, Train Acc: 0.6119, Train Loss: 0.8835, Valid Acc: 0.6170, Valid Loss: 0.8579, Test Acc: 0.6750, Test Loss: 0.8624
Epoch: 003, Train Acc: 0.5167, Train Loss: 0.8782, Valid Acc: 0.5532, Valid Loss: 0.8590, Test Acc: 0.5000, Test Loss: 0.8625
Epoch: 004, Train Acc: 0.6286, Train Loss: 0.8781, Valid Acc: 0.6170, Valid Loss: 0.8537, Test Acc: 0.6583, Test Loss: 0.8571
Epoch: 005, Train Acc: 0.6381, Train Loss: 0.8710, Valid Acc: 0.5745, Valid Loss: 0.8523, Test Acc: 0.6583, Test Loss: 0.8540
Epoch: 006, Train Acc: 0.6167, Train Loss: 0.8718, Valid Acc: 0.5319, Valid Loss: 0.8512, Test Acc: 0.6667, Test Loss: 0.8517
Epoch: 007, Train Acc: 0.6286, Train Loss: 0.8569, Valid Acc: 0.5319, Valid Loss: 0.8510, Test Acc: 0.6500, Test Loss: 0.8485
Epoch: 008, Train Acc: 0.6476, Train Loss: 0.8644, Valid Acc: 0.6383, Valid Loss: 0.8484, Test Acc: 0.6333, Test Loss: 0.8447
Epoch: 009, Train Acc: 0.6476, Train Loss: 0.8646, Valid Acc: 0.6170, Valid Loss: 0.8438, Test Acc: 0.7000, Test Loss: 0.8388
Epoch: 010, Train Acc: 0.6405, Train Loss: 0.8555, Valid Acc: 0.4894, Valid Loss: 0.8432, Test Acc: 0.6667, Test Loss: 0.8332
Epoch: 011, Train Acc: 0.6262, Train Loss: 0.8511, Valid Acc: 0.5532, Valid Loss: 0.8425, Test Acc: 0.6500, Test Loss: 0.8317
Epoch: 012, Train Acc: 0.6381, Train Loss: 0.8508, Valid Acc: 0.6383, Valid Loss: 0.8426, Test Acc: 0.6250, Test Loss: 0.8330
Epoch: 013, Train Acc: 0.6333, Train Loss: 0.8481, Valid Acc: 0.5106, Valid Loss: 0.8395, Test Acc: 0.6417, Test Loss: 0.8247
Epoch: 014, Train Acc: 0.6452, Train Loss: 0.8410, Valid Acc: 0.5532, Valid Loss: 0.8374, Test Acc: 0.6583, Test Loss: 0.8218
Epoch: 015, Train Acc: 0.6333, Train Loss: 0.8506, Valid Acc: 0.5106, Valid Loss: 0.8369, Test Acc: 0.6417, Test Loss: 0.8213
Epoch: 016, Train Acc: 0.6452, Train Loss: 0.8455, Valid Acc: 0.5532, Valid Loss: 0.8346, Test Acc: 0.6500, Test Loss: 0.8175
Epoch: 017, Train Acc: 0.6333, Train Loss: 0.8456, Valid Acc: 0.6596, Valid Loss: 0.8344, Test Acc: 0.6167, Test Loss: 0.8202
Epoch: 018, Train Acc: 0.6548, Train Loss: 0.8288, Valid Acc: 0.5106, Valid Loss: 0.8286, Test Acc: 0.6417, Test Loss: 0.8131
Epoch: 019, Train Acc: 0.6524, Train Loss: 0.8353, Valid Acc: 0.5532, Valid Loss: 0.8296, Test Acc: 0.6250, Test Loss: 0.8100
Epoch: 020, Train Acc: 0.6571, Train Loss: 0.8404, Valid Acc: 0.5957, Valid Loss: 0.8241, Test Acc: 0.6250, Test Loss: 0.8127
Epoch: 021, Train Acc: 0.6500, Train Loss: 0.8292, Valid Acc: 0.5957, Valid Loss: 0.8214, Test Acc: 0.6583, Test Loss: 0.8162
Epoch: 022, Train Acc: 0.6381, Train Loss: 0.8219, Valid Acc: 0.6596, Valid Loss: 0.8334, Test Acc: 0.5833, Test Loss: 0.8143
Epoch: 023, Train Acc: 0.6714, Train Loss: 0.8092, Valid Acc: 0.6170, Valid Loss: 0.8196, Test Acc: 0.6917, Test Loss: 0.8213
Epoch: 024, Train Acc: 0.6429, Train Loss: 0.8325, Valid Acc: 0.6170, Valid Loss: 0.8155, Test Acc: 0.6250, Test Loss: 0.8092
Epoch: 025, Train Acc: 0.6405, Train Loss: 0.8245, Valid Acc: 0.6596, Valid Loss: 0.8186, Test Acc: 0.6250, Test Loss: 0.8069
Epoch: 026, Train Acc: 0.6810, Train Loss: 0.8130, Valid Acc: 0.6383, Valid Loss: 0.8164, Test Acc: 0.6167, Test Loss: 0.8087
Epoch: 027, Train Acc: 0.6333, Train Loss: 0.8431, Valid Acc: 0.6596, Valid Loss: 0.8213, Test Acc: 0.6000, Test Loss: 0.8082
Epoch: 028, Train Acc: 0.6571, Train Loss: 0.8041, Valid Acc: 0.5745, Valid Loss: 0.8137, Test Acc: 0.6250, Test Loss: 0.8067
Epoch: 029, Train Acc: 0.6214, Train Loss: 0.8035, Valid Acc: 0.6596, Valid Loss: 0.8190, Test Acc: 0.6000, Test Loss: 0.8128
Epoch: 030, Train Acc: 0.6476, Train Loss: 0.8082, Valid Acc: 0.6596, Valid Loss: 0.8175, Test Acc: 0.6250, Test Loss: 0.8094
Epoch: 031, Train Acc: 0.6905, Train Loss: 0.7946, Valid Acc: 0.6383, Valid Loss: 0.8135, Test Acc: 0.6417, Test Loss: 0.8098
Epoch: 032, Train Acc: 0.6714, Train Loss: 0.8026, Valid Acc: 0.6596, Valid Loss: 0.8109, Test Acc: 0.6083, Test Loss: 0.8041
Epoch: 033, Train Acc: 0.6905, Train Loss: 0.8388, Valid Acc: 0.6383, Valid Loss: 0.8085, Test Acc: 0.6417, Test Loss: 0.8039
Epoch: 034, Train Acc: 0.7048, Train Loss: 0.8091, Valid Acc: 0.6596, Valid Loss: 0.8032, Test Acc: 0.6417, Test Loss: 0.8040
Epoch: 035, Train Acc: 0.6643, Train Loss: 0.8060, Valid Acc: 0.6809, Valid Loss: 0.8096, Test Acc: 0.5917, Test Loss: 0.8068
Epoch: 036, Train Acc: 0.6738, Train Loss: 0.8106, Valid Acc: 0.7234, Valid Loss: 0.8023, Test Acc: 0.6417, Test Loss: 0.8051
Epoch: 037, Train Acc: 0.7167, Train Loss: 0.7904, Valid Acc: 0.7234, Valid Loss: 0.7985, Test Acc: 0.6333, Test Loss: 0.8016
Epoch: 038, Train Acc: 0.6500, Train Loss: 0.7814, Valid Acc: 0.6809, Valid Loss: 0.8055, Test Acc: 0.5917, Test Loss: 0.8066
Epoch: 039, Train Acc: 0.7048, Train Loss: 0.7877, Valid Acc: 0.7234, Valid Loss: 0.8014, Test Acc: 0.6333, Test Loss: 0.8025
Epoch: 040, Train Acc: 0.7286, Train Loss: 0.7782, Valid Acc: 0.7021, Valid Loss: 0.8059, Test Acc: 0.6500, Test Loss: 0.8008
Epoch: 041, Train Acc: 0.7405, Train Loss: 0.7707, Valid Acc: 0.5957, Valid Loss: 0.8137, Test Acc: 0.6833, Test Loss: 0.8092
Epoch: 042, Train Acc: 0.7333, Train Loss: 0.7989, Valid Acc: 0.7660, Valid Loss: 0.8087, Test Acc: 0.6417, Test Loss: 0.8002
Epoch: 043, Train Acc: 0.7167, Train Loss: 0.7780, Valid Acc: 0.7234, Valid Loss: 0.8092, Test Acc: 0.6250, Test Loss: 0.7980
Epoch: 044, Train Acc: 0.7048, Train Loss: 0.7642, Valid Acc: 0.7234, Valid Loss: 0.8072, Test Acc: 0.6167, Test Loss: 0.7961
Epoch: 045, Train Acc: 0.7143, Train Loss: 0.7681, Valid Acc: 0.7021, Valid Loss: 0.8141, Test Acc: 0.6250, Test Loss: 0.7936
Epoch: 046, Train Acc: 0.7429, Train Loss: 0.7778, Valid Acc: 0.7234, Valid Loss: 0.8079, Test Acc: 0.6417, Test Loss: 0.7884
Epoch: 047, Train Acc: 0.7857, Train Loss: 0.7474, Valid Acc: 0.6596, Valid Loss: 0.8044, Test Acc: 0.6917, Test Loss: 0.7853
Epoch: 048, Train Acc: 0.6857, Train Loss: 0.7814, Valid Acc: 0.6809, Valid Loss: 0.8113, Test Acc: 0.5917, Test Loss: 0.7915
Epoch: 049, Train Acc: 0.7024, Train Loss: 0.7699, Valid Acc: 0.7234, Valid Loss: 0.8027, Test Acc: 0.6000, Test Loss: 0.7891
Epoch: 050, Train Acc: 0.7595, Train Loss: 0.7511, Valid Acc: 0.6809, Valid Loss: 0.8080, Test Acc: 0.6833, Test Loss: 0.7759
Epoch: 051, Train Acc: 0.7143, Train Loss: 0.7844, Valid Acc: 0.6809, Valid Loss: 0.8082, Test Acc: 0.6250, Test Loss: 0.7837
Epoch: 052, Train Acc: 0.7381, Train Loss: 0.7454, Valid Acc: 0.7021, Valid Loss: 0.8120, Test Acc: 0.6333, Test Loss: 0.7717
Epoch: 053, Train Acc: 0.7571, Train Loss: 0.7493, Valid Acc: 0.7021, Valid Loss: 0.8073, Test Acc: 0.6917, Test Loss: 0.7630
Epoch: 054, Train Acc: 0.7738, Train Loss: 0.7366, Valid Acc: 0.7234, Valid Loss: 0.8001, Test Acc: 0.6833, Test Loss: 0.7678
Epoch: 055, Train Acc: 0.7810, Train Loss: 0.7271, Valid Acc: 0.6809, Valid Loss: 0.8010, Test Acc: 0.7333, Test Loss: 0.7630
Epoch: 056, Train Acc: 0.7167, Train Loss: 0.7680, Valid Acc: 0.6596, Valid Loss: 0.8244, Test Acc: 0.6167, Test Loss: 0.7855
Epoch: 057, Train Acc: 0.7643, Train Loss: 0.7505, Valid Acc: 0.6809, Valid Loss: 0.8087, Test Acc: 0.6167, Test Loss: 0.7695
Epoch: 058, Train Acc: 0.7857, Train Loss: 0.7511, Valid Acc: 0.6809, Valid Loss: 0.8121, Test Acc: 0.7417, Test Loss: 0.7624
Epoch: 059, Train Acc: 0.7738, Train Loss: 0.7304, Valid Acc: 0.6809, Valid Loss: 0.8122, Test Acc: 0.6917, Test Loss: 0.7531
Epoch: 060, Train Acc: 0.7857, Train Loss: 0.7386, Valid Acc: 0.6809, Valid Loss: 0.8116, Test Acc: 0.7167, Test Loss: 0.7554
Epoch: 061, Train Acc: 0.7833, Train Loss: 0.7252, Valid Acc: 0.6596, Valid Loss: 0.8146, Test Acc: 0.7333, Test Loss: 0.7558
Epoch: 062, Train Acc: 0.7952, Train Loss: 0.7155, Valid Acc: 0.6596, Valid Loss: 0.8111, Test Acc: 0.7333, Test Loss: 0.7517
Epoch: 063, Train Acc: 0.7810, Train Loss: 0.7116, Valid Acc: 0.6383, Valid Loss: 0.8218, Test Acc: 0.6417, Test Loss: 0.7584
Epoch: 064, Train Acc: 0.7976, Train Loss: 0.7116, Valid Acc: 0.6809, Valid Loss: 0.7999, Test Acc: 0.7417, Test Loss: 0.7521
Epoch: 065, Train Acc: 0.7452, Train Loss: 0.7191, Valid Acc: 0.6809, Valid Loss: 0.8212, Test Acc: 0.6333, Test Loss: 0.7679
Epoch: 066, Train Acc: 0.8024, Train Loss: 0.7235, Valid Acc: 0.7021, Valid Loss: 0.7939, Test Acc: 0.7417, Test Loss: 0.7463
Epoch: 067, Train Acc: 0.8119, Train Loss: 0.7065, Valid Acc: 0.7021, Valid Loss: 0.7963, Test Acc: 0.7417, Test Loss: 0.7432
Epoch: 068, Train Acc: 0.7976, Train Loss: 0.7043, Valid Acc: 0.6596, Valid Loss: 0.8038, Test Acc: 0.6583, Test Loss: 0.7499
Epoch: 069, Train Acc: 0.8167, Train Loss: 0.7220, Valid Acc: 0.6809, Valid Loss: 0.7912, Test Acc: 0.6750, Test Loss: 0.7433
Epoch: 070, Train Acc: 0.8405, Train Loss: 0.7028, Valid Acc: 0.7021, Valid Loss: 0.7824, Test Acc: 0.7167, Test Loss: 0.7429
Epoch: 071, Train Acc: 0.8333, Train Loss: 0.6772, Valid Acc: 0.7021, Valid Loss: 0.7722, Test Acc: 0.7250, Test Loss: 0.7429
Epoch: 072, Train Acc: 0.8333, Train Loss: 0.7111, Valid Acc: 0.7447, Valid Loss: 0.7678, Test Acc: 0.7333, Test Loss: 0.7380
Epoch: 073, Train Acc: 0.8214, Train Loss: 0.6970, Valid Acc: 0.7234, Valid Loss: 0.7756, Test Acc: 0.7000, Test Loss: 0.7399
Epoch: 074, Train Acc: 0.8429, Train Loss: 0.6897, Valid Acc: 0.7021, Valid Loss: 0.7607, Test Acc: 0.7417, Test Loss: 0.7350
Epoch: 075, Train Acc: 0.8310, Train Loss: 0.6887, Valid Acc: 0.7447, Valid Loss: 0.7741, Test Acc: 0.7083, Test Loss: 0.7370
Epoch: 076, Train Acc: 0.8143, Train Loss: 0.6969, Valid Acc: 0.7234, Valid Loss: 0.7854, Test Acc: 0.6667, Test Loss: 0.7488
Epoch: 077, Train Acc: 0.8357, Train Loss: 0.7000, Valid Acc: 0.7660, Valid Loss: 0.7574, Test Acc: 0.7083, Test Loss: 0.7399
