Epoch: 001, Train Acc: 0.6043, Train Loss: 0.7938, Valid Acc: 0.4500, Valid Loss: 0.7918, Test Acc: 0.5213, Test Loss: 0.8066
Epoch: 002, Train Acc: 0.5829, Train Loss: 0.7788, Valid Acc: 0.5500, Valid Loss: 0.7897, Test Acc: 0.5745, Test Loss: 0.8049
Epoch: 003, Train Acc: 0.6310, Train Loss: 0.7894, Valid Acc: 0.5000, Valid Loss: 0.7897, Test Acc: 0.5319, Test Loss: 0.8062
Epoch: 004, Train Acc: 0.5775, Train Loss: 0.7812, Valid Acc: 0.5500, Valid Loss: 0.7900, Test Acc: 0.4574, Test Loss: 0.8093
Epoch: 005, Train Acc: 0.5936, Train Loss: 0.7813, Valid Acc: 0.5500, Valid Loss: 0.7895, Test Acc: 0.4574, Test Loss: 0.8086
Epoch: 006, Train Acc: 0.6150, Train Loss: 0.7780, Valid Acc: 0.5500, Valid Loss: 0.7885, Test Acc: 0.5319, Test Loss: 0.8032
Epoch: 007, Train Acc: 0.6524, Train Loss: 0.7757, Valid Acc: 0.5000, Valid Loss: 0.7874, Test Acc: 0.6596, Test Loss: 0.7972
Epoch: 008, Train Acc: 0.6150, Train Loss: 0.7798, Valid Acc: 0.6000, Valid Loss: 0.7870, Test Acc: 0.5426, Test Loss: 0.8013
Epoch: 009, Train Acc: 0.6684, Train Loss: 0.7726, Valid Acc: 0.5500, Valid Loss: 0.7860, Test Acc: 0.7234, Test Loss: 0.7917
Epoch: 010, Train Acc: 0.6578, Train Loss: 0.7724, Valid Acc: 0.5500, Valid Loss: 0.7864, Test Acc: 0.6170, Test Loss: 0.7956
Epoch: 011, Train Acc: 0.6310, Train Loss: 0.7677, Valid Acc: 0.5500, Valid Loss: 0.7865, Test Acc: 0.5319, Test Loss: 0.7976
Epoch: 012, Train Acc: 0.6257, Train Loss: 0.7672, Valid Acc: 0.5000, Valid Loss: 0.7864, Test Acc: 0.5319, Test Loss: 0.7955
Epoch: 013, Train Acc: 0.6417, Train Loss: 0.7625, Valid Acc: 0.5500, Valid Loss: 0.7830, Test Acc: 0.6915, Test Loss: 0.7831
Epoch: 014, Train Acc: 0.6898, Train Loss: 0.7619, Valid Acc: 0.5000, Valid Loss: 0.7817, Test Acc: 0.6596, Test Loss: 0.7876
Epoch: 015, Train Acc: 0.6738, Train Loss: 0.7561, Valid Acc: 0.5500, Valid Loss: 0.7816, Test Acc: 0.6064, Test Loss: 0.7867
Epoch: 016, Train Acc: 0.6631, Train Loss: 0.7566, Valid Acc: 0.5500, Valid Loss: 0.7799, Test Acc: 0.6809, Test Loss: 0.7741
Epoch: 017, Train Acc: 0.6631, Train Loss: 0.7503, Valid Acc: 0.5000, Valid Loss: 0.7814, Test Acc: 0.6809, Test Loss: 0.7755
Epoch: 018, Train Acc: 0.6791, Train Loss: 0.7456, Valid Acc: 0.5500, Valid Loss: 0.7839, Test Acc: 0.5213, Test Loss: 0.7854
Epoch: 019, Train Acc: 0.6845, Train Loss: 0.7425, Valid Acc: 0.4500, Valid Loss: 0.7829, Test Acc: 0.6489, Test Loss: 0.7749
Epoch: 020, Train Acc: 0.6684, Train Loss: 0.7389, Valid Acc: 0.5500, Valid Loss: 0.7785, Test Acc: 0.7553, Test Loss: 0.7533
Epoch: 021, Train Acc: 0.6524, Train Loss: 0.7245, Valid Acc: 0.5000, Valid Loss: 0.7814, Test Acc: 0.7234, Test Loss: 0.7557
Epoch: 022, Train Acc: 0.6898, Train Loss: 0.7399, Valid Acc: 0.4500, Valid Loss: 0.7878, Test Acc: 0.6064, Test Loss: 0.7739
Epoch: 023, Train Acc: 0.6631, Train Loss: 0.7330, Valid Acc: 0.5000, Valid Loss: 0.7822, Test Acc: 0.6596, Test Loss: 0.7565
Epoch: 024, Train Acc: 0.6738, Train Loss: 0.7420, Valid Acc: 0.6000, Valid Loss: 0.7789, Test Acc: 0.7234, Test Loss: 0.7285
Epoch: 025, Train Acc: 0.6952, Train Loss: 0.7386, Valid Acc: 0.5000, Valid Loss: 0.7861, Test Acc: 0.5426, Test Loss: 0.7771
Epoch: 026, Train Acc: 0.6738, Train Loss: 0.7298, Valid Acc: 0.5000, Valid Loss: 0.7770, Test Acc: 0.6702, Test Loss: 0.7481
Epoch: 027, Train Acc: 0.6684, Train Loss: 0.7353, Valid Acc: 0.6000, Valid Loss: 0.7740, Test Acc: 0.7234, Test Loss: 0.7250
Epoch: 028, Train Acc: 0.6952, Train Loss: 0.7058, Valid Acc: 0.4500, Valid Loss: 0.7778, Test Acc: 0.6489, Test Loss: 0.7534
Epoch: 029, Train Acc: 0.6791, Train Loss: 0.7088, Valid Acc: 0.5000, Valid Loss: 0.7749, Test Acc: 0.6702, Test Loss: 0.7432
Epoch: 030, Train Acc: 0.6952, Train Loss: 0.7099, Valid Acc: 0.4500, Valid Loss: 0.7781, Test Acc: 0.6489, Test Loss: 0.7457
Epoch: 031, Train Acc: 0.7005, Train Loss: 0.7192, Valid Acc: 0.4500, Valid Loss: 0.7784, Test Acc: 0.5638, Test Loss: 0.7676
Epoch: 032, Train Acc: 0.7059, Train Loss: 0.7182, Valid Acc: 0.6000, Valid Loss: 0.7639, Test Acc: 0.6596, Test Loss: 0.7370
Epoch: 033, Train Acc: 0.7166, Train Loss: 0.7001, Valid Acc: 0.6000, Valid Loss: 0.7613, Test Acc: 0.6596, Test Loss: 0.7457
Epoch: 034, Train Acc: 0.7219, Train Loss: 0.7012, Valid Acc: 0.5500, Valid Loss: 0.7584, Test Acc: 0.6489, Test Loss: 0.7424
Epoch: 035, Train Acc: 0.7326, Train Loss: 0.7117, Valid Acc: 0.5500, Valid Loss: 0.7562, Test Acc: 0.6596, Test Loss: 0.7436
Epoch: 036, Train Acc: 0.7219, Train Loss: 0.6975, Valid Acc: 0.6500, Valid Loss: 0.7456, Test Acc: 0.7128, Test Loss: 0.7255
Epoch: 037, Train Acc: 0.7326, Train Loss: 0.6981, Valid Acc: 0.5500, Valid Loss: 0.7484, Test Acc: 0.6596, Test Loss: 0.7407
Epoch: 038, Train Acc: 0.7380, Train Loss: 0.7115, Valid Acc: 0.6500, Valid Loss: 0.7434, Test Acc: 0.7021, Test Loss: 0.7243
Epoch: 039, Train Acc: 0.7487, Train Loss: 0.6901, Valid Acc: 0.6500, Valid Loss: 0.7428, Test Acc: 0.7021, Test Loss: 0.7223
Epoch: 040, Train Acc: 0.7219, Train Loss: 0.6831, Valid Acc: 0.5000, Valid Loss: 0.7511, Test Acc: 0.6277, Test Loss: 0.7470
Epoch: 041, Train Acc: 0.7540, Train Loss: 0.6923, Valid Acc: 0.6000, Valid Loss: 0.7397, Test Acc: 0.7234, Test Loss: 0.7195
Epoch: 042, Train Acc: 0.7540, Train Loss: 0.6645, Valid Acc: 0.6500, Valid Loss: 0.7300, Test Acc: 0.7447, Test Loss: 0.7080
Epoch: 043, Train Acc: 0.7647, Train Loss: 0.6785, Valid Acc: 0.6000, Valid Loss: 0.7393, Test Acc: 0.7128, Test Loss: 0.7202
Epoch: 044, Train Acc: 0.7701, Train Loss: 0.6699, Valid Acc: 0.6500, Valid Loss: 0.7409, Test Acc: 0.7128, Test Loss: 0.7127
Epoch: 045, Train Acc: 0.7540, Train Loss: 0.6753, Valid Acc: 0.6500, Valid Loss: 0.7331, Test Acc: 0.7447, Test Loss: 0.6929
Epoch: 046, Train Acc: 0.7594, Train Loss: 0.6716, Valid Acc: 0.5500, Valid Loss: 0.7332, Test Acc: 0.7128, Test Loss: 0.7141
Epoch: 047, Train Acc: 0.7701, Train Loss: 0.6798, Valid Acc: 0.7000, Valid Loss: 0.7161, Test Acc: 0.7660, Test Loss: 0.6867
Epoch: 048, Train Acc: 0.7754, Train Loss: 0.6662, Valid Acc: 0.7500, Valid Loss: 0.7099, Test Acc: 0.7766, Test Loss: 0.6784
Epoch: 049, Train Acc: 0.7701, Train Loss: 0.6769, Valid Acc: 0.6000, Valid Loss: 0.7116, Test Acc: 0.7340, Test Loss: 0.6948
Epoch: 050, Train Acc: 0.7594, Train Loss: 0.6666, Valid Acc: 0.6500, Valid Loss: 0.7060, Test Acc: 0.7660, Test Loss: 0.6877
Epoch: 051, Train Acc: 0.8128, Train Loss: 0.6675, Valid Acc: 0.7500, Valid Loss: 0.7010, Test Acc: 0.7766, Test Loss: 0.6704
Epoch: 052, Train Acc: 0.7647, Train Loss: 0.6589, Valid Acc: 0.6000, Valid Loss: 0.7069, Test Acc: 0.7128, Test Loss: 0.6995
Epoch: 053, Train Acc: 0.7701, Train Loss: 0.6541, Valid Acc: 0.7000, Valid Loss: 0.7102, Test Acc: 0.7021, Test Loss: 0.6907
Epoch: 054, Train Acc: 0.8182, Train Loss: 0.6397, Valid Acc: 0.7500, Valid Loss: 0.6998, Test Acc: 0.7766, Test Loss: 0.6609
Epoch: 055, Train Acc: 0.7861, Train Loss: 0.6418, Valid Acc: 0.7500, Valid Loss: 0.6979, Test Acc: 0.7660, Test Loss: 0.6724
Epoch: 056, Train Acc: 0.7914, Train Loss: 0.6469, Valid Acc: 0.7500, Valid Loss: 0.6928, Test Acc: 0.7340, Test Loss: 0.6741
Epoch: 057, Train Acc: 0.8182, Train Loss: 0.6273, Valid Acc: 0.7500, Valid Loss: 0.6922, Test Acc: 0.7660, Test Loss: 0.6558
