Epoch: 001, Train Acc: 0.4247, Train Loss: 0.7849, Valid Acc: 0.4286, Valid Loss: 0.7803, Test Acc: 0.5426, Test Loss: 0.7992
Epoch: 002, Train Acc: 0.4839, Train Loss: 0.7871, Valid Acc: 0.5238, Valid Loss: 0.7789, Test Acc: 0.5638, Test Loss: 0.7973
Epoch: 003, Train Acc: 0.6075, Train Loss: 0.7873, Valid Acc: 0.5714, Valid Loss: 0.7776, Test Acc: 0.5532, Test Loss: 0.8014
Epoch: 004, Train Acc: 0.6129, Train Loss: 0.7794, Valid Acc: 0.5714, Valid Loss: 0.7771, Test Acc: 0.5426, Test Loss: 0.8009
Epoch: 005, Train Acc: 0.6237, Train Loss: 0.7781, Valid Acc: 0.7143, Valid Loss: 0.7761, Test Acc: 0.6383, Test Loss: 0.7979
Epoch: 006, Train Acc: 0.5753, Train Loss: 0.7810, Valid Acc: 0.5714, Valid Loss: 0.7760, Test Acc: 0.4681, Test Loss: 0.8070
Epoch: 007, Train Acc: 0.5914, Train Loss: 0.7727, Valid Acc: 0.5714, Valid Loss: 0.7747, Test Acc: 0.4574, Test Loss: 0.8043
Epoch: 008, Train Acc: 0.6505, Train Loss: 0.7712, Valid Acc: 0.6667, Valid Loss: 0.7725, Test Acc: 0.6064, Test Loss: 0.7961
Epoch: 009, Train Acc: 0.6828, Train Loss: 0.7716, Valid Acc: 0.6667, Valid Loss: 0.7703, Test Acc: 0.6170, Test Loss: 0.7928
Epoch: 010, Train Acc: 0.6828, Train Loss: 0.7721, Valid Acc: 0.6667, Valid Loss: 0.7682, Test Acc: 0.6489, Test Loss: 0.7909
Epoch: 011, Train Acc: 0.6774, Train Loss: 0.7612, Valid Acc: 0.6190, Valid Loss: 0.7668, Test Acc: 0.5957, Test Loss: 0.7907
Epoch: 012, Train Acc: 0.6505, Train Loss: 0.7687, Valid Acc: 0.6190, Valid Loss: 0.7668, Test Acc: 0.5319, Test Loss: 0.7952
Epoch: 013, Train Acc: 0.7097, Train Loss: 0.7617, Valid Acc: 0.6667, Valid Loss: 0.7634, Test Acc: 0.7234, Test Loss: 0.7808
Epoch: 014, Train Acc: 0.5914, Train Loss: 0.7562, Valid Acc: 0.6667, Valid Loss: 0.7612, Test Acc: 0.7234, Test Loss: 0.7655
Epoch: 015, Train Acc: 0.7419, Train Loss: 0.7533, Valid Acc: 0.6667, Valid Loss: 0.7572, Test Acc: 0.7234, Test Loss: 0.7714
Epoch: 016, Train Acc: 0.6774, Train Loss: 0.7483, Valid Acc: 0.7619, Valid Loss: 0.7553, Test Acc: 0.7766, Test Loss: 0.7607
Epoch: 017, Train Acc: 0.6129, Train Loss: 0.7410, Valid Acc: 0.6667, Valid Loss: 0.7558, Test Acc: 0.7234, Test Loss: 0.7490
Epoch: 018, Train Acc: 0.5860, Train Loss: 0.7392, Valid Acc: 0.4762, Valid Loss: 0.7554, Test Acc: 0.6383, Test Loss: 0.7402
Epoch: 019, Train Acc: 0.7366, Train Loss: 0.7365, Valid Acc: 0.7143, Valid Loss: 0.7499, Test Acc: 0.7660, Test Loss: 0.7432
Epoch: 020, Train Acc: 0.7796, Train Loss: 0.7347, Valid Acc: 0.6667, Valid Loss: 0.7480, Test Acc: 0.7660, Test Loss: 0.7409
Epoch: 021, Train Acc: 0.6183, Train Loss: 0.7171, Valid Acc: 0.5714, Valid Loss: 0.7509, Test Acc: 0.7021, Test Loss: 0.7254
Epoch: 022, Train Acc: 0.7527, Train Loss: 0.7205, Valid Acc: 0.7143, Valid Loss: 0.7458, Test Acc: 0.7979, Test Loss: 0.7237
Epoch: 023, Train Acc: 0.7903, Train Loss: 0.7149, Valid Acc: 0.6667, Valid Loss: 0.7415, Test Acc: 0.7660, Test Loss: 0.7241
Epoch: 024, Train Acc: 0.6828, Train Loss: 0.7079, Valid Acc: 0.6190, Valid Loss: 0.7431, Test Acc: 0.6809, Test Loss: 0.7072
Epoch: 025, Train Acc: 0.7688, Train Loss: 0.7032, Valid Acc: 0.6667, Valid Loss: 0.7370, Test Acc: 0.7979, Test Loss: 0.7094
Epoch: 026, Train Acc: 0.7419, Train Loss: 0.7026, Valid Acc: 0.5714, Valid Loss: 0.7404, Test Acc: 0.7447, Test Loss: 0.7008
Epoch: 027, Train Acc: 0.7796, Train Loss: 0.6965, Valid Acc: 0.6667, Valid Loss: 0.7375, Test Acc: 0.7872, Test Loss: 0.7022
Epoch: 028, Train Acc: 0.7527, Train Loss: 0.6896, Valid Acc: 0.6190, Valid Loss: 0.7380, Test Acc: 0.7872, Test Loss: 0.6892
Epoch: 029, Train Acc: 0.7903, Train Loss: 0.6872, Valid Acc: 0.6667, Valid Loss: 0.7370, Test Acc: 0.7872, Test Loss: 0.6873
Epoch: 030, Train Acc: 0.7903, Train Loss: 0.6806, Valid Acc: 0.6667, Valid Loss: 0.7353, Test Acc: 0.7872, Test Loss: 0.6831
Epoch: 031, Train Acc: 0.8011, Train Loss: 0.6742, Valid Acc: 0.6190, Valid Loss: 0.7311, Test Acc: 0.7979, Test Loss: 0.6855
Epoch: 032, Train Acc: 0.7903, Train Loss: 0.6779, Valid Acc: 0.6190, Valid Loss: 0.7338, Test Acc: 0.7766, Test Loss: 0.6728
Epoch: 033, Train Acc: 0.7849, Train Loss: 0.6803, Valid Acc: 0.6190, Valid Loss: 0.7339, Test Acc: 0.7766, Test Loss: 0.6686
Epoch: 034, Train Acc: 0.8065, Train Loss: 0.6835, Valid Acc: 0.6667, Valid Loss: 0.7316, Test Acc: 0.7872, Test Loss: 0.6713
Epoch: 035, Train Acc: 0.8172, Train Loss: 0.6557, Valid Acc: 0.6190, Valid Loss: 0.7338, Test Acc: 0.7872, Test Loss: 0.6647
Epoch: 036, Train Acc: 0.8065, Train Loss: 0.6568, Valid Acc: 0.5714, Valid Loss: 0.7354, Test Acc: 0.7766, Test Loss: 0.6602
Epoch: 037, Train Acc: 0.8065, Train Loss: 0.6366, Valid Acc: 0.6190, Valid Loss: 0.7333, Test Acc: 0.7766, Test Loss: 0.6581
Epoch: 038, Train Acc: 0.8065, Train Loss: 0.6615, Valid Acc: 0.5238, Valid Loss: 0.7339, Test Acc: 0.7766, Test Loss: 0.6556
Epoch: 039, Train Acc: 0.7903, Train Loss: 0.6459, Valid Acc: 0.5714, Valid Loss: 0.7377, Test Acc: 0.7553, Test Loss: 0.6482
Epoch: 040, Train Acc: 0.7849, Train Loss: 0.6486, Valid Acc: 0.5714, Valid Loss: 0.7352, Test Acc: 0.7553, Test Loss: 0.6453
Epoch: 041, Train Acc: 0.8441, Train Loss: 0.6309, Valid Acc: 0.6667, Valid Loss: 0.7313, Test Acc: 0.8085, Test Loss: 0.6565
Epoch: 042, Train Acc: 0.8118, Train Loss: 0.6330, Valid Acc: 0.6190, Valid Loss: 0.7323, Test Acc: 0.7872, Test Loss: 0.6462
Epoch: 043, Train Acc: 0.8118, Train Loss: 0.6278, Valid Acc: 0.4762, Valid Loss: 0.7332, Test Acc: 0.7553, Test Loss: 0.6410
Epoch: 044, Train Acc: 0.8118, Train Loss: 0.6299, Valid Acc: 0.4762, Valid Loss: 0.7345, Test Acc: 0.7553, Test Loss: 0.6385
Epoch: 045, Train Acc: 0.8333, Train Loss: 0.6228, Valid Acc: 0.5714, Valid Loss: 0.7361, Test Acc: 0.7872, Test Loss: 0.6389
Epoch: 046, Train Acc: 0.8333, Train Loss: 0.6190, Valid Acc: 0.5714, Valid Loss: 0.7334, Test Acc: 0.7872, Test Loss: 0.6377
Epoch: 047, Train Acc: 0.8172, Train Loss: 0.6261, Valid Acc: 0.5238, Valid Loss: 0.7317, Test Acc: 0.7660, Test Loss: 0.6333
Epoch: 048, Train Acc: 0.8387, Train Loss: 0.6182, Valid Acc: 0.5238, Valid Loss: 0.7298, Test Acc: 0.7872, Test Loss: 0.6322
Epoch: 049, Train Acc: 0.8387, Train Loss: 0.6112, Valid Acc: 0.5238, Valid Loss: 0.7278, Test Acc: 0.7872, Test Loss: 0.6310
Epoch: 050, Train Acc: 0.8602, Train Loss: 0.6287, Valid Acc: 0.6667, Valid Loss: 0.7277, Test Acc: 0.7979, Test Loss: 0.6338
Epoch: 051, Train Acc: 0.8602, Train Loss: 0.6276, Valid Acc: 0.6190, Valid Loss: 0.7267, Test Acc: 0.7872, Test Loss: 0.6258
Epoch: 052, Train Acc: 0.8548, Train Loss: 0.5973, Valid Acc: 0.6190, Valid Loss: 0.7245, Test Acc: 0.7872, Test Loss: 0.6227
Epoch: 053, Train Acc: 0.8548, Train Loss: 0.5959, Valid Acc: 0.6190, Valid Loss: 0.7282, Test Acc: 0.7872, Test Loss: 0.6233
Epoch: 054, Train Acc: 0.8548, Train Loss: 0.5977, Valid Acc: 0.6190, Valid Loss: 0.7322, Test Acc: 0.7872, Test Loss: 0.6211
Epoch: 055, Train Acc: 0.8656, Train Loss: 0.5978, Valid Acc: 0.6667, Valid Loss: 0.7278, Test Acc: 0.7872, Test Loss: 0.6194
Epoch: 056, Train Acc: 0.8710, Train Loss: 0.6014, Valid Acc: 0.6667, Valid Loss: 0.7308, Test Acc: 0.7872, Test Loss: 0.6190
Epoch: 057, Train Acc: 0.8710, Train Loss: 0.6177, Valid Acc: 0.5714, Valid Loss: 0.7315, Test Acc: 0.7979, Test Loss: 0.6175
Epoch: 058, Train Acc: 0.8548, Train Loss: 0.5899, Valid Acc: 0.6667, Valid Loss: 0.7381, Test Acc: 0.7979, Test Loss: 0.6207
Epoch: 059, Train Acc: 0.8602, Train Loss: 0.5859, Valid Acc: 0.5714, Valid Loss: 0.7317, Test Acc: 0.8191, Test Loss: 0.6088
Epoch: 060, Train Acc: 0.8763, Train Loss: 0.6127, Valid Acc: 0.6667, Valid Loss: 0.7308, Test Acc: 0.7979, Test Loss: 0.6173
Epoch: 061, Train Acc: 0.8710, Train Loss: 0.6040, Valid Acc: 0.6190, Valid Loss: 0.7338, Test Acc: 0.7872, Test Loss: 0.6155
Epoch: 062, Train Acc: 0.8656, Train Loss: 0.6212, Valid Acc: 0.5714, Valid Loss: 0.7269, Test Acc: 0.7979, Test Loss: 0.6088
Epoch: 063, Train Acc: 0.8495, Train Loss: 0.5859, Valid Acc: 0.6667, Valid Loss: 0.7372, Test Acc: 0.7872, Test Loss: 0.6209
Epoch: 064, Train Acc: 0.8763, Train Loss: 0.6050, Valid Acc: 0.6667, Valid Loss: 0.7322, Test Acc: 0.7872, Test Loss: 0.6136
Epoch: 065, Train Acc: 0.8871, Train Loss: 0.5787, Valid Acc: 0.6190, Valid Loss: 0.7266, Test Acc: 0.7872, Test Loss: 0.6092
Epoch: 066, Train Acc: 0.8817, Train Loss: 0.5718, Valid Acc: 0.6190, Valid Loss: 0.7233, Test Acc: 0.7979, Test Loss: 0.6063
Epoch: 067, Train Acc: 0.8710, Train Loss: 0.5793, Valid Acc: 0.6667, Valid Loss: 0.7369, Test Acc: 0.7979, Test Loss: 0.6160
Epoch: 068, Train Acc: 0.8817, Train Loss: 0.5826, Valid Acc: 0.6667, Valid Loss: 0.7321, Test Acc: 0.7872, Test Loss: 0.6087
Epoch: 069, Train Acc: 0.8602, Train Loss: 0.5790, Valid Acc: 0.5714, Valid Loss: 0.7225, Test Acc: 0.7979, Test Loss: 0.6066
Epoch: 070, Train Acc: 0.8710, Train Loss: 0.5727, Valid Acc: 0.6667, Valid Loss: 0.7441, Test Acc: 0.7872, Test Loss: 0.6216
Epoch: 071, Train Acc: 0.8763, Train Loss: 0.5780, Valid Acc: 0.6667, Valid Loss: 0.7331, Test Acc: 0.7872, Test Loss: 0.6097
Epoch: 072, Train Acc: 0.8763, Train Loss: 0.5709, Valid Acc: 0.6190, Valid Loss: 0.7424, Test Acc: 0.7766, Test Loss: 0.6193
Epoch: 073, Train Acc: 0.8817, Train Loss: 0.5933, Valid Acc: 0.6667, Valid Loss: 0.7314, Test Acc: 0.7872, Test Loss: 0.6087
Epoch: 074, Train Acc: 0.8817, Train Loss: 0.5851, Valid Acc: 0.6190, Valid Loss: 0.7313, Test Acc: 0.7979, Test Loss: 0.6070
Epoch: 075, Train Acc: 0.8817, Train Loss: 0.5714, Valid Acc: 0.6667, Valid Loss: 0.7208, Test Acc: 0.7872, Test Loss: 0.6018
Epoch: 076, Train Acc: 0.8817, Train Loss: 0.5749, Valid Acc: 0.6667, Valid Loss: 0.7396, Test Acc: 0.7979, Test Loss: 0.6102
Epoch: 077, Train Acc: 0.8978, Train Loss: 0.5645, Valid Acc: 0.6667, Valid Loss: 0.7349, Test Acc: 0.7979, Test Loss: 0.6021
Epoch: 078, Train Acc: 0.8871, Train Loss: 0.5653, Valid Acc: 0.6190, Valid Loss: 0.7297, Test Acc: 0.7979, Test Loss: 0.5983
Epoch: 079, Train Acc: 0.8925, Train Loss: 0.5605, Valid Acc: 0.6190, Valid Loss: 0.7295, Test Acc: 0.7979, Test Loss: 0.5968
Epoch: 080, Train Acc: 0.8817, Train Loss: 0.5696, Valid Acc: 0.6667, Valid Loss: 0.7435, Test Acc: 0.7979, Test Loss: 0.6029
Epoch: 081, Train Acc: 0.9032, Train Loss: 0.5786, Valid Acc: 0.6667, Valid Loss: 0.7246, Test Acc: 0.8085, Test Loss: 0.5946
Epoch: 082, Train Acc: 0.8817, Train Loss: 0.5638, Valid Acc: 0.6667, Valid Loss: 0.7418, Test Acc: 0.7766, Test Loss: 0.6072
Epoch: 083, Train Acc: 0.8978, Train Loss: 0.5617, Valid Acc: 0.6190, Valid Loss: 0.7327, Test Acc: 0.7979, Test Loss: 0.6009
Epoch: 084, Train Acc: 0.8978, Train Loss: 0.5435, Valid Acc: 0.5714, Valid Loss: 0.7329, Test Acc: 0.7872, Test Loss: 0.6011
Epoch: 085, Train Acc: 0.8978, Train Loss: 0.5724, Valid Acc: 0.6667, Valid Loss: 0.7484, Test Acc: 0.7979, Test Loss: 0.6044
